link|title_x|description_x|loaddate
http://arxiv.org/abs/1903.12364|Synthesizing  a  4D  Spatio-Angular  Consistent  Light  Field  from  a  Single  Image.  (arXiv:1903.12364v1  [cs.CV])|<p>Synthesizing  a  densely  sampled  light  field  from  a  single  image  is  highlybeneficial  for  many  applications.  The  conventional  method  reconstructs  a  depthmap  and  relies  on  physical-based  rendering  and  a  secondary  network  to  improvethe  synthesized  novel  views.  Simple  pixel-based  loss  also  limits  the  network  bymaking  it  rely  on  pixel  intensity  cue  rather  than  geometric  reasoning.  In  thisstudy,  we  show  that  a  different  geometric  representation,  namely,  appearanceflow,  can  be  used  to  synthesize  a  light  field  from  a  single  image  robustly  anddirectly.  A  single  end-to-end  deep  neural  network  that  does  not  require  aphysical-based  approach  nor  a  post-processing  subnetwork  is  proposed.  Two  novelloss  functions  based  on  known  light  field  domain  knowledge  are  presented  toenable  the  network  to  preserve  the  spatio-angular  consistency  betweensub-aperture  images  effectively.  Experimental  results  show  that  the  proposedmodel  successfully  synthesizes  dense  light  fields  and  qualitatively  andquantitatively  outperforms  the  previous  model  .  The  method  can  be  generalizedto  arbitrary  scenes,  rather  than  focusing  on  a  particular  class  of  object.  Thesynthesized  light  field  can  be  used  for  various  applications,  such  as  depthestimation  and  refocusing.</p>|2019-04-01  22:52:19.487281
http://arxiv.org/abs/1903.12365|Testing  zero-dimensionality  of  varieties  at  a  point.  (arXiv:1903.12365v1  [cs.SC])|<p>Effective  methods  are  introduced  for  testing  zero-dimensionality  of  varietiesat  a  point.  The  motivation  of  this  paper  is  to  compute  and  analyze  deformationsof  isolated  hypersurface  singularities.  As  an  application,  methods  forcomputing  local  dimensions  are  also  described.  For  the  case  where  a  given  idealcontains  parameters,  the  proposed  algorithms  can  output  in  particular  adecomposition  of  a  parameter  space  into  strata  according  to  the  local  dimensionat  a  point  of  the  associated  varieties.  The  key  of  the  proposed  algorithms  isthe  use  of  the  notion  of  comprehensive  Gr\"obner  systems.</p>|2019-04-01  22:52:19.487312
http://arxiv.org/abs/1903.12366|Using  Structured  Input  and  Modularity  for  Improved  Learning.  (arXiv:1903.12366v1  [cs.NE])|<p>We  describe  a  method  for  utilizing  the  known  structure  of  input  data  to  makelearning  more  efficient.  Our  work  is  in  the  domain  of  programming  languages,and  we  use  deep  neural  networks  to  do  program  analysis.  Computer  programsinclude  a  lot  of  structural  information  (such  as  loop  nests,  conditionalblocks,  and  data  scopes),  which  is  pertinent  to  program  analysis.  In  this  case,the  neural  network  has  to  learn  to  recognize  the  structure,  and  also  learn  thetarget  function  for  the  problem.  However,  the  structural  information  in  thisdomain  is  readily  accessible  to  software  with  the  availability  of  compilertools  and  parsers  for  well-defined  programming  languages.</p><p>Our  method  for  utilizing  the  known  structure  of  input  data  includes:  (1)pre-processing  the  input  data  to  expose  relevant  structures,  and  (2)constructing  neural  networks  by  incorporating  the  structure  of  the  input  dataas  an  integral  part  of  the  network  design.  The  method  has  the  effect  ofmodularizing  the  neural  network  which  helps  break  down  complexity,  and  resultsin  more  efficient  training  of  the  overall  network.  We  apply  this  method  to  anexample  code  analysis  problem,  and  show  that  it  can  achieve  higher  accuracywith  a  smaller  network  size  and  fewer  training  examples.  Further,  the  method  isrobust,  performing  equally  well  on  input  data  with  different  distributions.</p>|2019-04-01  22:52:19.487349
http://arxiv.org/abs/1903.12368|DenseAttentionSeg:  Segment  Hands  from  Interacted  Objects  Using  Depth  Input.  (arXiv:1903.12368v1  [cs.CV])|<p>We  propose  a  real-time  DNN-based  technique  to  segment  hand  and  object  ofinteracting  motions  from  depth  inputs.  Our  model  is  called  DenseAttentionSeg,which  contains  a  dense  attention  mechanism  to  fuse  information  in  differentscales  and  improves  the  results  quality  with  skip-connections.  Besides,  weintroduce  a  contour  loss  in  model  training,  which  helps  to  generate  accuratehand  and  object  boundaries.  Finally,  we  propose  and  will  release  ourInterSegHands  dataset,  a  fine-scale  hand  segmentation  dataset  containing  about52k  depth  maps  of  hand-object  interactions.  Our  experiments  evaluate  theeffectiveness  of  our  techniques  and  datasets,  and  indicate  that  our  methodoutperforms  the  current  state-of-the-art  deep  segmentation  methods  oninteraction  segmentation.</p>|2019-04-01  22:52:19.487382
http://arxiv.org/abs/1903.12370|On  the  Anatomy  of  MCMC-based  Maximum  Likelihood  Learning  of  Energy-Based  Models.  (arXiv:1903.12370v1  [stat.ML])|<p>This  study  investigates  the  effects  Markov  Chain  Monte  Carlo  (MCMC)  samplingin  unsupervised  Maximum  Likelihood  (ML)  learning.  Our  attention  is  restrictedto  the  family  unnormalized  probability  densities  for  which  the  negative  logdensity  (or  energy  function)  is  a  ConvNet.  In  general,  we  find  that  themajority  of  techniques  used  to  stabilize  training  in  previous  studies  can  theopposite  effect.  Stable  ML  learning  with  a  ConvNet  potential  can  be  achievedwith  only  a  few  hyper-parameters  and  no  regularization.  With  this  minimalframework,  we  identify  a  variety  of  ML  learning  outcomes  depending  on  theimplementation  of  MCMC  sampling.</p><p>On  one  hand,  we  show  that  it  is  easy  to  train  an  energy-based  model  which  cansample  realistic  images  with  short-run  Langevin.  ML  can  be  effective  and  stableeven  when  MCMC  samples  have  much  higher  energy  than  true  steady-state  samplesthroughout  training.  Based  on  this  insight,  we  introduce  an  ML  method  withnoise  initialization  for  MCMC,  high-quality  short-run  synthesis,  and  the  samebudget  as  ML  with  informative  MCMC  initialization  such  as  CD  or  PCD.  Unlikeprevious  models,  this  model  can  obtain  realistic  high-diversity  samples  from  anoise  signal  after  training  with  no  auxiliary  models.</p><p>On  the  other  hand,  models  learned  with  highly  non-convergent  MCMC  do  not  havea  valid  steady-state  and  cannot  be  considered  approximate  unnormalizeddensities  of  the  training  data  because  long-run  MCMC  samples  differ  greatlyfrom  the  data.  We  show  that  it  is  much  harder  to  train  an  energy-based  modelwhere  long-run  and  steady-state  MCMC  samples  have  realistic  appearance.  To  ourknowledge,  long-run  MCMC  samples  of  all  previous  models  result  in  unrealisticimages.  With  correct  tuning  of  Langevin  noise,  we  train  the  first  models  forwhich  long-run  and  steady-state  MCMC  samples  are  realistic  images.</p>|2019-04-01  22:52:19.487415
http://arxiv.org/abs/1903.12371|Cyber-Social  Systems:  Modeling,  Inference,  and  Optimal  Design.  (arXiv:1903.12371v1  [cs.SY])|<p>This  paper  models  the  cyber-social  system  as  a  cyber-network  of  agentsmonitoring  states  of  individuals  in  a  social  network.  The  state  of  eachindividual  is  represented  by  a  social  node  and  the  interactions  amongindividuals  are  represented  by  a  social  link.  In  the  cyber-network  each  noderepresents  an  agent  and  the  links  represent  information  sharing  among  agents.Agents  make  an  observation  of  social  states  and  perform  distributed  inference.In  this  direction,  the  contribution  of  this  work  is  threefold:  (i)  A  noveldistributed  inference  protocol  is  proposed  that  makes  no  assumption  on  the  rankof  the  underlying  social  system.  This  is  significant  as  most  protocols  in  theliterature  only  work  on  full-rank  systems.  (ii)  A  novel  agent  classification  isdeveloped,  where  it  is  shown  that  connectivity  requirement  on  the  cyber-networkdiffers  for  each  type.  This  is  particularly  important  in  finding  the  minimalnumber  of  observations  and  minimal  connectivity  of  the  cyber-network  as  thenext  contribution.  (iii)  The  cost-optimal  design  of  cyber-network  constraintwith  distributed  observability  is  addressed.  This  problem  is  subdivided  intosensing  cost  optimization  and  networking  cost  optimization  where  both  areclaimed  to  be  NP-hard.  We  solve  both  problems  for  certain  types  of  socialnetworks  and  find  polynomial-order  solutions.</p>|2019-04-01  22:52:19.487449
http://arxiv.org/abs/1903.12384|Deep  Representation  with  ReLU  Neural  Networks.  (arXiv:1903.12384v1  [cs.LG])|<p>We  consider  deep  feedforward  neural  networks  with  rectified  linear  units  froma  signal  processing  perspective.  In  this  view,  such  representations  mark  thetransition  from  using  a  single  (data-driven)  linear  representation  to  utilizinga  large  collection  of  affine  linear  representations  tailored  to  particularregions  of  the  signal  space.  This  paper  provides  a  precise  description  of  theindividual  affine  linear  representations  and  corresponding  domain  regions  thatthe  (data-driven)  neural  network  associates  to  each  signal  of  the  input  space.In  particular,  we  describe  atomic  decompositions  of  the  representations  and,based  on  estimating  their  Lipschitz  regularity,  suggest  some  conditions  thatcan  stabilize  learning  independent  of  the  network  depth.  Such  an  analysis  maypromote  further  theoretical  insight  from  both  the  signal  processing  and  machinelearning  communities.</p>|2019-04-01  22:52:19.487494
http://arxiv.org/abs/1903.12385|Fractional  matchings  and  component-factors  of  (edge-chromatic  critical)  graphs.  (arXiv:1903.12385v1  [math.CO])|<p>The  paper  studies  component-factors  of  graphs  which  can  be  characterized  interms  of  their  fractional  matching  number.  These  results  are  used  to  prove  thatevery  edge-chromatic  critical  graph  has  a  $[1,2]$-factor.  Furthermore,fractional  matchings  of  edge-chromatic  critical  graphs  are  studied  and  somequestions  are  related  to  Vizing's  conjectures  on  the  independence  number  and2-factors  of  edge-chromatic  critical  graphs.</p>|2019-04-01  22:52:19.487527
http://arxiv.org/abs/1903.12386|G\'EANT  Software  Maturity  Model.  (arXiv:1903.12386v1  [cs.SE])|<p>G\'EANT  project  is  an  example  of  a  large  organization  with  around  30  softwareprojects  and  around  20  software  development  teams.  Software  development  teamsconsist  of  many  skilled  associates  coming  from  all  members  National  Researchand  Education  Networks.  Three  main  issues  that  are  common  for  all  thesesoftware  development  teams  and  their  members  are:  geographical  distribution,scattered  manpower  percentage,  and  parallel  involvement  in  other  high  priorityprojects  in  their  native  organizations.  This  paper  presents  a  novel  softwarematurity  model  that  is  designed  specifically  for  G\'EANT  software  developmentteams  and  aims  to  address  the  described  issues.</p>|2019-04-01  22:52:19.487560
http://arxiv.org/abs/1903.12388|Predictability  of  diffusion-based  recommender  systems.  (arXiv:1903.12388v1  [physics.soc-ph])|<p>The  recommendation  methods  based  on  network  diffusion  have  been  shown  toperform  well  in  both  recommendation  accuracy  and  diversity.  Nowdays,  numerousextensions  have  been  made  to  further  improve  the  performance  of  such  methods.However,  to  what  extent  can  items  be  predicted  by  diffusion-based  algorithmsstill  lack  of  understanding.  Here,  we  mainly  propose  a  method  to  quantify  thepredictability  of  diffusion-based  algorithms.  Accordingly,  we  conductexperiments  on  Movielens  and  Netflix  data  sets.  The  results  show  that  thehigher  recommendation  accuracy  based  on  diffusion  algorithms  can  still  beachieved  by  optimizing  the  way  of  resource  allocation  on  a  density  network.  Ona  sparse  network,  the  possibility  of  improving  accuracy  is  relatively  low  dueto  the  fact  that  the  current  accuracy  of  diffusion-based  methods  is  very  closeits  predictability.  In  this  case,  we  find  that  the  predictability  can  beimproved  significantly  by  multi-steps  diffusion,  especially  for  users  with  lesshistorical  information.  In  contrast  to  common  belief,  there  are  plausiblecircumstances  where  the  higher  predictability  of  diffusion-based  methods  do  notcorrespond  to  those  users  with  more  historical  recording.  Thus,  we  proposed  thediffusion  coverage  and  item  average  degree  to  explain  this  phenomenon.  Inaddition,  we  demonstrate  the  recommendation  accuracy  in  real  online  system  isoverestimated  by  random  partition  used  in  the  literature,  suggesting  therecommendation  in  real  online  system  may  be  a  harder  task.</p>|2019-04-01  22:52:19.487592
http://arxiv.org/abs/1903.12389|Joint  training  framework  for  text-to-speech  and  voice  conversion  using  multi-source  Tacotron  and  WaveNet.  (arXiv:1903.12389v1  [eess.AS])|<p>We  investigated  the  training  of  a  shared  model  for  both  text-to-speech  (TTS)and  voice  conversion  (VC)  tasks.  We  propose  using  an  extended  modelarchitecture  of  Tacotron,  that  is  a  multi-source  sequence-to-sequence  modelwith  a  dual  attention  mechanism  as  the  shared  model  for  both  the  TTS  and  VCtasks.  This  model  can  accomplish  these  two  different  tasks  respectivelyaccording  to  the  type  of  input.  An  end-to-end  speech  synthesis  task  isconducted  when  the  model  is  given  text  as  the  input  while  asequence-to-sequence  voice  conversion  task  is  conducted  when  it  is  given  thespeech  of  a  source  speaker  as  the  input.  Waveform  signals  are  generated  byusing  WaveNet,  which  is  conditioned  by  using  a  predicted  mel-spectrogram.  Wepropose  jointly  training  a  shared  model  as  a  decoder  for  a  target  speaker  thatsupports  multiple  sources.  Listening  experiments  show  that  our  proposedmulti-source  encoder-decoder  model  can  efficiently  achieve  both  the  TTS  and  VCtasks.</p>|2019-04-01  22:52:19.487625
http://arxiv.org/abs/1903.12392|Training  a  Neural  Speech  Waveform  Model  using  Spectral  Losses  of  Short-Time  Fourier  Transform  and  Continuous  Wavelet  Transform.  (arXiv:1903.12392v1  [eess.AS])|<p>Recently,  we  proposed  short-time  Fourier  transform  (STFT)-based  lossfunctions  for  training  a  neural  speech  waveform  model.  In  this  paper,  wegeneralize  the  above  framework  and  propose  a  training  scheme  for  such  modelsbased  on  spectral  amplitude  and  phase  losses  obtained  by  either  STFT  orcontinuous  wavelet  transform  (CWT),  or  both  of  them.  Since  CWT  is  capable  ofhaving  time  and  frequency  resolutions  different  from  those  of  STFT  and  is  cableof  considering  those  closer  to  human  auditory  scales,  the  proposed  lossfunctions  could  provide  complementary  information  on  speech  signals.Experimental  results  showed  that  it  is  possible  to  train  a  high-quality  modelby  using  the  proposed  CWT  spectral  loss  and  is  as  good  as  one  using  STFT-basedloss.</p>|2019-04-01  22:52:19.487676
http://arxiv.org/abs/1903.12394|Informed  Machine  Learning  -  Towards  a  Taxonomy  of  Explicit  Integration  of  Knowledge  into  Machine  Learning.  (arXiv:1903.12394v1  [stat.ML])|<p>Despite  the  great  successes  of  machine  learning,  it  can  have  its  limits  whendealing  with  insufficient  training  data.A  potential  solution  is  to  incorporateadditional  knowledge  into  the  training  process  which  leads  to  the  idea  ofinformed  machine  learning.  We  present  a  research  survey  and  structured  overviewof  various  approaches  in  this  field.  We  aim  to  establish  a  taxonomy  which  canserve  as  a  classification  framework  that  considers  the  kind  of  additionalknowledge,  its  representation,and  its  integration  into  the  machine  learningpipeline.  The  evaluation  of  numerous  papers  on  the  bases  of  the  taxonomyuncovers  key  methods  in  this  field.</p>|2019-04-01  22:52:19.487740
http://arxiv.org/abs/1903.12395|Few-Shot  Deep  Adversarial  Learning  for  Video-based  Person  Re-identification.  (arXiv:1903.12395v1  [cs.CV])|<p>Video-based  person  re-identification  (re-ID)  refers  to  matching  people  acrosscamera  views  from  arbitrary  unaligned  video  footages.  Existing  methods  rely  onsupervision  signals  to  optimise  a  projected  space  under  which  the  distancesbetween  inter/intra-videos  are  maximised/minimised.  However,  this  demandsexhaustively  labelling  people  across  camera  views,  rendering  them  unable  to  bescaled  in  large  networked  cameras.  Also,  it  is  noticed  that  learning  effectivevideo  representations  with  view  invariance  is  not  explicitly  addressed  forwhich  features  exhibit  different  distributions  otherwise.  Thus,  matching  videosfor  person  re-ID  demands  flexible  models  to  capture  the  dynamics  in  time-seriesobservations  and  learn  view-invariant  representations  with  access  to  limitedlabeled  training  samples.  In  this  paper,  we  propose  a  novel  few-shot  deeplearning  approach  to  video-based  person  re-ID,  to  learn  comparablerepresentations  that  are  discriminative  and  view-invariant.  The  proposed  methodis  developed  on  the  variational  recurrent  neural  networks  (VRNNs)  and  trainedadversarially  to  produce  latent  variables  with  temporal  dependencies  that  arehighly  discriminative  yet  view-invariant  in  matching  persons.  Through  extensiveexperiments  conducted  on  three  benchmark  datasets,  we  empirically  show  thecapability  of  our  method  in  creating  view-invariant  temporal  features  andstate-of-the-art  performance  achieved  by  our  method.</p>|2019-04-01  22:52:19.487798
http://arxiv.org/abs/1903.12398|Identification  and  Analysis  of  Cascading  Failures  in  Power  Grids  with  Protective  Actions.  (arXiv:1903.12398v1  [cs.SY])|<p>This  paper  aims  to  identify  and  analyze  the  initial  contingencies  ordisturbances  that  could  lead  to  the  worst-case  cascading  failures  of  powergrids.  An  optimal  control  approach  is  proposed  to  determine  the  most  disruptivedisturbances  on  the  branch  of  power  transmission  system  by  regarding  thedisturbances  as  the  control  inputs.  Moreover,  protective  actions  such  as  loadshedding  and  generation  dispatch  are  taken  into  account  in  a  convexoptimization  framework  to  prevent  the  cascading  outages  of  power  grids.  Intheory,  the  necessary  conditions  for  identifying  the  most  disruptivedisturbances  are  obtained  by  solving  an  integrated  system  of  algebraicequations.  Finally,  numerical  simulations  are  carried  out  to  validate  theproposed  approach  on  the  IEEE  RTS  24  Bus  System.</p>|2019-04-01  22:52:19.487832
http://arxiv.org/abs/1903.12399|A  Study  on  the  Characteristics  of  Douyin  Short  Videos  and  Implications  for  Edge  Caching.  (arXiv:1903.12399v1  [cs.MM])|<p>Douyin,  internationally  known  as  TikTok,  has  become  one  of  the  mostsuccessful  short-video  platforms.  To  maintain  its  popularity,  Douyin  has  toprovide  better  Quality  of  Experience  (QoE)  to  its  growing  user  base.Understanding  the  characteristics  of  Douyin  videos  is  thus  critical  to  itsservice  improvement  and  system  design.  In  this  paper,  we  present  an  initialstudy  on  the  fundamental  characteristics  of  Douyin  videos  based  on  a  dataset  ofover  260  thousand  short  videos  collected  across  three  months.  Thecharacteristics  of  Douyin  videos  are  found  to  be  significantly  different  fromtraditional  online  videos,  ranging  from  video  bitrate,  size,  to  popularity.  Inparticular,  the  distributions  of  the  bitrate  and  size  of  videos  follow  Weibulldistribution.  We  further  observe  that  the  most  popular  Douyin  videos  followZifp's  law  on  video  popularity,  but  the  rest  of  the  videos  do  not.  We  alsoinvestigate  the  correlation  between  popularity  metrics  used  for  Douyin  videos.It  is  found  that  the  correlation  between  the  number  of  views  and  the  number  oflikes  are  strong,  while  other  correlations  are  relatively  low.  Finally,  byusing  a  case  study,  we  demonstrate  that  the  above  findings  can  provideimportant  guidance  on  designing  an  efficient  edge  caching  system.</p>|2019-04-01  22:52:19.487865
http://arxiv.org/abs/1903.12400|A  Force-Directed  Approach  for  Offline  GPS  Trajectory  Map  Matching.  (arXiv:1903.12400v1  [cs.DS])|<p>We  present  a  novel  algorithm  to  match  GPS  trajectories  onto  maps  offline  (inbatch  mode)  using  techniques  borrowed  from  the  field  of  force-directed  graphdrawing.  We  consider  a  simulated  physical  system  where  each  GPS  trajectory  isattracted  or  repelled  by  the  underlying  road  network  via  electrical-likeforces.  We  let  the  system  evolve  under  the  action  of  these  physical  forces  suchthat  individual  trajectories  are  attracted  towards  candidate  roads  to  obtain  amap  matching  path.  Our  approach  has  several  advantages  compared  to  traditional,routing-based,  algorithms  for  map  matching,  including  the  ability  to  accountfor  noise  and  to  avoid  large  detours  due  to  outliers  in  the  data  whilst  takinginto  account  the  underlying  topological  restrictions  (such  as  one-way  roads).Our  empirical  evaluation  using  real  GPS  traces  shows  that  our  method  producesbetter  map  matching  results  compared  to  alternative  offline  map  matchingalgorithms  on  average,  especially  for  routes  in  dense,  urban  areas.</p>|2019-04-01  22:52:19.487897
http://arxiv.org/abs/1903.12402|Proceedings  7th  International  Workshop  on  Theorem  proving  components  for  Educational  software.  (arXiv:1903.12402v1  [cs.LO])|<p>The  7th  International  Workshop  on  Theorem  proving  components  for  Educationalsoftware  (ThEdu'18)  was  held  in  Oxford,  United  Kingdom,  on  18  July  2018.  It  wasassociated  to  the  conference,  Federated  Logic  Conference  2018  (FLoC2018).</p><p>The  major  aim  of  the  ThEdu  workshop  series  was  to  link  developers  interestedin  adapting  Computer  Theorem  Proving  (TP)  to  the  needs  of  education  and  toinform  mathematicians  and  mathematics  educators  about  TP's  potential  foreducational  software.  Topics  of  interest  include:  methods  of  automateddeduction  applied  to  checking  students'  input;  methods  of  automated  deductionapplied  to  prove  post-conditions  for  particular  problem  solutions;  combinationsof  deduction  and  computation  enabling  systems  to  propose  next  steps;  automatedprovers  specific  for  dynamic  geometry  systems;  proof  and  proving  in  mathematicseducation.</p><p>ThEdu'18  was  a  vibrant  workshop,  with  one  invited  talk  and  six  contributions.It  triggered  the  post-proceedings  at  hand.</p>|2019-04-01  22:52:19.487930
http://arxiv.org/abs/1903.12411|MCTS-based  Automated  Negotiation  Agent  (Extended  Abstract).  (arXiv:1903.12411v1  [cs.AI])|<p>This  paper  introduces  a  new  Negotiating  Agent  for  automated  negotiation  oncontinuous  domains  and  without  considering  a  specified  deadline.  The  agentbidding  strategy  relies  on  Monte  Carlo  Tree  Search,  which  is  a  trendy  methodsince  it  has  been  used  with  success  on  games  with  high  branching  factor  such  asGo.  It  uses  two  opponent  modeling  techniques  for  its  bidding  strategy  and  itsutility:  Gaussian  process  regression  and  Bayesian  learning.  Evaluation  is  doneby  confronting  the  existing  agents  that  are  able  to  negotiate  in  such  context:Random  Walker,  Tit-for-tat  and  Nice  Tit-for-Tat.  None  of  those  agents  succeedsin  beating  our  agent;  moreover  the  modular  and  adaptive  nature  of  our  approachis  a  huge  advantage  when  it  comes  to  optimize  it  in  specific  applicativecontexts.</p>|2019-04-01  22:52:19.487962
http://arxiv.org/abs/1903.12416|Online  Variance  Reduction  with  Mixtures.  (arXiv:1903.12416v1  [cs.LG])|<p>Adaptive  importance  sampling  for  stochastic  optimization  is  a  promisingapproach  that  offers  improved  convergence  through  variance  reduction.  In  thiswork,  we  propose  a  new  framework  for  variance  reduction  that  enables  the  use  ofmixtures  over  predefined  sampling  distributions,  which  can  naturally  encodeprior  knowledge  about  the  data.  While  these  sampling  distributions  are  fixed,the  mixture  weights  are  adapted  during  the  optimization  process.  We  proposeVRM,  a  novel  and  efficient  adaptive  scheme  that  asymptotically  recovers  thebest  mixture  weights  in  hindsight  and  can  also  accommodate  samplingdistributions  over  sets  of  points.  We  empirically  demonstrate  the  versatilityof  VRM  in  a  range  of  applications.</p>|2019-04-01  22:52:19.487993
http://arxiv.org/abs/1903.12417|Nonlinear  fourth  order  Taylor  expansion  of  lattice  Boltzmann  schemes.  (arXiv:1903.12417v1  [math.NA])|<p>We  propose  a  formal  expansion  of  multiple  relaxation  times  lattice  Boltzmannschemes  in  terms  of  a  single  infinitesimal  numerical  variable.  The  result  is  asystem  of  partial  differential  equations  for  the  conserved  moments  of  thelattice  Boltzmann  scheme.  The  expansion  is  presented  in  the  nonlinear  case  upto  fourth  order  accuracy.  The  asymptotic  corrections  of  the  nonconservedmoments  are  developed  in  terms  of  equilibrium  values  and  partial  differentialsof  the  conserved  moments.  Both  expansions  are  coupled  and  conduct  to  explicitcompact  formulas.  The  new  algebraic  expressions  are  validated  with  previousresults  obtained  with  this  approach.  The  example  of  isothermal  D2Q9  latticeBoltzmann  scheme  illustrates  the  theoretical  framework.</p>|2019-04-01  22:52:19.488078
http://arxiv.org/abs/1903.12422|Snore-GANs:  Improving  Automatic  Snore  Sound  Classification  with  Synthesized  Data.  (arXiv:1903.12422v1  [cs.LG])|<p>One  of  the  frontier  issues  that  severely  hamper  the  development  of  automaticsnore  sound  classification  (ASSC)  associates  to  the  lack  of  sufficientsupervised  training  data.  To  cope  with  this  problem,  we  propose  a  novel  dataaugmentation  approach  based  on  semi-supervised  conditional  GenerativeAdversarial  Networks  (scGANs),  which  aims  to  automatically  learn  a  mappingstrategy  from  a  random  noise  space  to  original  data  distribution.  The  proposedapproach  has  the  capability  of  well  synthesizing  'realistic'  high-dimensionaldata,  while  requiring  no  additional  annotation  process.  To  handle  the  modecollapse  problem  of  GANs,  we  further  introduce  an  ensemble  strategy  to  enhancethe  diversity  of  the  generated  data.  The  systematic  experiments  conducted  on  awidely  used  Munich-Passau  snore  sound  corpus  demonstrate  that  the  scGANs-basedsystems  can  remarkably  outperform  other  classic  data  augmentation  systems,  andare  also  competitive  to  other  recently  reported  systems  for  ASSC.</p>|2019-04-01  22:52:19.488115
http://arxiv.org/abs/1903.12424|Attention-Augmented  End-to-End  Multi-Task  Learning  for  Emotion  Prediction  from  Speech.  (arXiv:1903.12424v1  [cs.CL])|<p>Despite  the  increasing  research  interest  in  end-to-end  learning  systems  forspeech  emotion  recognition,  conventional  systems  either  suffer  from  theoverfitting  due  in  part  to  the  limited  training  data,  or  do  not  explicitlyconsider  the  different  contributions  of  automatically  learnt  representationsfor  a  specific  task.  In  this  contribution,  we  propose  a  novel  end-to-endframework  which  is  enhanced  by  learning  other  auxiliary  tasks  and  an  attentionmechanism.  That  is,  we  jointly  train  an  end-to-end  network  with  severaldifferent  but  related  emotion  prediction  tasks,  i.e.,  arousal,  valence,  anddominance  predictions,  to  extract  more  robust  representations  shared  amongvarious  tasks  than  traditional  systems  with  the  hope  that  it  is  able  to  relievethe  overfitting  problem.  Meanwhile,  an  attention  layer  is  implemented  on  top  ofthe  layers  for  each  task,  with  the  aim  to  capture  the  contribution  distributionof  different  segment  parts  for  each  individual  task.  To  evaluate  theeffectiveness  of  the  proposed  system,  we  conducted  a  set  of  experiments  on  thewidely  used  database  IEMOCAP.  The  empirical  results  show  that  the  proposedsystems  significantly  outperform  corresponding  baseline  systems.</p>|2019-04-01  22:52:19.488167
http://arxiv.org/abs/1903.12427|Computing  huge  Groebner  basis  like  cyclic10  over  $\Q$  with  Giac.  (arXiv:1903.12427v1  [cs.SC])|<p>We  present  a  short  description  on  how  to  fine-tune  the  modular  algorithmimplemented  in  the  Giac  computer  algebra  system  to  reconstruct  huge  Groebnerbasis  over  $\Q$.The  classical  cyclic10  benchmark  will  serve  as  example.</p>|2019-04-01  22:52:19.488203
http://arxiv.org/abs/1903.12431|Train  One  Get  One  Free:  Partially  Supervised  Neural  Network  for  Bug  Report  Duplicate  Detection  and  Clustering.  (arXiv:1903.12431v1  [cs.CL])|<p>Tracking  user  reported  bugs  requires  considerable  engineering  effort  in  goingthrough  many  repetitive  reports  and  assigning  them  to  the  correct  teams.  Thispaper  proposes  a  neural  architecture  that  can  jointly  (1)  detect  if  two  bugreports  are  duplicates,  and  (2)  aggregate  them  into  latent  topics.  Leveragingthe  assumption  that  learning  the  topic  of  a  bug  is  a  sub-task  for  detectingduplicates,  we  design  a  loss  function  that  can  jointly  perform  both  tasks  butneeds  supervision  for  only  duplicate  classification,  achieving  topic  clusteringin  an  unsupervised  fashion.  We  use  a  two-step  attention  module  that  usesself-attention  for  topic  clustering  and  conditional  attention  for  duplicatedetection.  We  study  the  characteristics  of  two  types  of  real  world  datasetsthat  have  been  marked  for  duplicate  bugs  by  engineers  and  by  non-technicalannotators.  The  results  demonstrate  that  our  model  not  only  can  outperformstate-of-the-art  methods  for  duplicate  classification  on  both  cases,  but  canalso  learn  meaningful  latent  clusters  without  additional  supervision.</p>|2019-04-01  22:52:19.488236
http://arxiv.org/abs/1903.12432|Color  Refinement,  Homomorphisms,  and  Hypergraphs.  (arXiv:1903.12432v1  [cs.DM])|<p>Recent  results  show  that  the  structural  similarity  of  graphs  can  becharacterized  by  counting  homomorphisms  to  them:  the  Tree  Theorem  states  thatthe  well-known  color-refinement  algorithm  does  not  distinguish  two  graphs  G  andH  if  and  only  if,  for  every  tree  T,  the  number  of  homomorphisms  Hom(T,G)  from  Tto  G  is  equal  to  the  corresponding  number  Hom(T,H)  from  T  to  H  (Dell,  Grohe,Rattan  2018).  We  show  how  this  approach  transfers  to  hypergraphs  by  introducinga  generalization  of  color  refinement.  We  prove  that  it  does  not  distinguish  twohypergraphs  G  and  H  if  and  only  if,  for  every  connected  Berge-acyclichypergraph  B,  we  have  Hom(B,G)  =  Hom(B,H).  To  this  end,  we  show  howhomomorphisms  of  hypergraphs  and  of  a  colored  variant  of  their  incidence  graphsare  related  to  each  other.  This  reduces  the  above  statement  to  one  aboutvertex-colored  graphs.</p>|2019-04-01  22:52:19.488269
