link|title|description
http://arxiv.org/abs/1903.11816|FastFCN:  Rethinking  Dilated  Convolution  in  the  Backbone  for  Semantic  Segmentation.  (arXiv:1903.11816v1  [cs.CV])|<p>Modern  approaches  for  semantic  segmentation  usually  employ  dilatedconvolutions  in  the  backbone  to  extract  high-resolution  feature  maps,  whichbrings  heavy  computation  complexity  and  memory  footprint.  To  replace  the  timeand  memory  consuming  dilated  convolutions,  we  propose  a  novel  joint  upsamplingmodule  named  Joint  Pyramid  Upsampling  (JPU)  by  formulating  the  task  ofextracting  high-resolution  feature  maps  into  a  joint  upsampling  problem.  Withthe  proposed  JPU,  our  method  reduces  the  computation  complexity  by  more  thanthree  times  without  performance  loss.  Experiments  show  that  JPU  is  superior  toother  upsampling  modules,  which  can  be  plugged  into  many  existing  approaches  toreduce  computation  complexity  and  improve  performance.  By  replacing  dilatedconvolutions  with  the  proposed  JPU  module,  our  method  achieves  thestate-of-the-art  performance  in  Pascal  Context  dataset  (mIoU  of  53.13%)  andADE20K  dataset  (final  score  of  0.5584)  while  running  3  times  faster.</p>
http://arxiv.org/abs/1903.11821|SRDGAN:  learning  the  noise  prior  for  Super  Resolution  with  Dual  Generative  Adversarial  Networks.  (arXiv:1903.11821v1  [cs.MM])|<p>Single  Image  Super  Resolution  (SISR)  is  the  task  of  producing  a  highresolution  (HR)  image  from  a  given  low-resolution  (LR)  image.  It  is  a  wellresearched  problem  with  extensive  commercial  applications  such  as  digitalcamera,  video  compression,  medical  imaging  and  so  on.  Most  super  resolutionworks  focus  on  the  features  learning  architecture,  which  can  recover  thetexture  details  as  close  as  possible.  However,  these  works  suffer  from  thefollowing  challenges:  (1)  The  low-resolution  (LR)  training  images  areartificially  synthesized  using  HR  images  with  bicubic  downsampling,  which  havemuch  richer-information  than  real  demosaic-upscaled  mobile  images.  The  mismatchbetween  training  and  inference  mobile  data  heavily  blocks  the  improvement  ofpractical  super  resolution  algorithms.  (2)  These  methods  cannot  effectivelyhandle  the  blind  distortions  during  super  resolution  in  practical  applications.In  this  work,  an  end-to-end  novel  framework,  including  high-to-low  network  andlow-to-high  network,  is  proposed  to  solve  the  above  problems  with  dualGenerative  Adversarial  Networks  (GAN).  First,  the  above  mismatch  problems  arewell  explored  with  the  high-to-low  network,  where  clear  high-resolution  imageand  the  corresponding  realistic  low-resolution  image  pairs  can  be  generated.Moreover,  a  large-scale  General  Mobile  Super  Resolution  Dataset,  GMSR,  isproposed,  which  can  be  utilized  for  training  or  as  a  fair  comparison  benchmarkfor  super  resolution  methods.  Second,  an  effective  low-to-high  network  (superresolution  network)  is  proposed  in  the  framework.  Benefiting  from  the  GMSRdataset  and  novel  training  strategies,  the  super  resolution  model  caneffectively  handle  detail  recovery  and  denoising  at  the  same  time.</p>
http://arxiv.org/abs/1903.11833|Skip  prediction  using  boosting  trees  based  on  acoustic  features  of  tracks  in  sessions.  (arXiv:1903.11833v1  [cs.IR])|"<p>The  Spotify  Sequential  Skip  Prediction  Challenge  focuses  on  predicting  if  atrack  in  a  session  will  be  skipped  by  the  user  or  not.  In  this  paper,  wedescribe  our  approach  to  this  problem  and  the  final  system  that  was  submittedto  the  challenge  by  our  team  from  the  Music  Technology  Group  (MTG)  under  thename  ""aferraro"".  This  system  consists  in  combining  the  predictions  of  multipleboosting  trees  models  trained  with  features  extracted  from  the  sessions  and  thetracks.  The  proposed  approach  achieves  good  overall  performance  (MAA  of  0.554),with  our  model  ranked  14th  out  of  more  than  600  submissions  in  the  finalleaderboard.</p>"
http://arxiv.org/abs/1903.11834|Feature  Fusion  Encoder  Decoder  Network  For  Automatic  Liver  Lesion  Segmentation.  (arXiv:1903.11834v1  [cs.CV])|<p>Liver  lesion  segmentation  is  a  difficult  yet  critical  task  for  medical  imageanalysis.  Recently,  deep  learning  based  image  segmentation  methods  haveachieved  promising  performance,  which  can  be  divided  into  three  categories:  2D,2.5D  and  3D,  based  on  the  dimensionality  of  the  models.  However,  2.5D  and  3Dmethods  can  have  very  high  complexity  and  2D  methods  may  not  performsatisfactorily.  To  obtain  competitive  performance  with  low  complexity,  in  thispaper,  we  propose  a  Feature-fusion  Encoder-Decoder  Network  (FED-Net)  based  2Dsegmentation  model  to  tackle  the  challenging  problem  of  liver  lesionsegmentation  from  CT  images.  Our  feature  fusion  method  is  based  on  theattention  mechanism,  which  fuses  high-level  features  carrying  semanticinformation  with  low-level  features  having  image  details.  Additionally,  tocompensate  for  the  information  loss  during  the  upsampling  process,  a  denseupsampling  convolution  and  a  residual  convolutional  structure  are  proposed.  Wetested  our  method  on  the  dataset  of  MICCAI  2017  Liver  Tumor  Segmentation  (LiTS)Challenge  and  achieved  competitive  results  compared  with  other  state-of-the-artmethods.</p>
http://arxiv.org/abs/1903.11835|A  Survey  on  Graph  Kernels.  (arXiv:1903.11835v1  [cs.LG])|<p>Graph  kernels  have  become  an  established  and  widely-used  technique  forsolving  classification  tasks  on  graphs.  This  survey  gives  a  comprehensiveoverview  of  techniques  for  kernel-based  graph  classification  developed  in  thepast  15  years.  We  describe  and  categorize  graph  kernels  based  on  propertiesinherent  to  their  design,  such  as  the  nature  of  their  extracted  graph  features,their  method  of  computation  and  their  applicability  to  problems  in  practice.  Inan  extensive  experimental  evaluation,  we  study  the  classification  accuracy  of  alarge  suite  of  graph  kernels  on  established  benchmarks  as  well  as  new  datasets.We  compare  the  performance  of  popular  kernels  with  several  baseline  methods  andstudy  the  effect  of  applying  a  Gaussian  RBF  kernel  to  the  metric  induced  by  agraph  kernel.  In  doing  so,  we  find  that  simple  baselines  become  competitiveafter  this  transformation  on  some  datasets.  Moreover,  we  study  the  extent  towhich  existing  graph  kernels  agree  in  their  predictions  (and  prediction  errors)and  obtain  a  data-driven  categorization  of  kernels  as  result.  Finally,  based  onour  experimental  results,  we  derive  a  practitioner's  guide  to  kernel-basedgraph  classification.</p>
http://arxiv.org/abs/1903.11844|DDoS  Attack  Detection  Method  Based  on  Network  Abnormal  Behavior  in  Big  Data  Environment.  (arXiv:1903.11844v1  [cs.CR])|<p>Distributed  denial  of  service  (DDoS)  attack  becomes  a  rapidly  growing  problemwith  the  fast  development  of  the  Internet.  The  existing  DDoS  attack  detectionmethods  have  time-delay  and  low  detection  rate.  This  paper  presents  a  DDoSattack  detection  method  based  on  network  abnormal  behavior  in  a  big  dataenvironment.  Based  on  the  characteristics  of  flood  attack,  the  method  filtersthe  network  flows  to  leave  only  the  'many-to-one'  network  flows  to  reduce  theinterference  from  normal  network  flows  and  improve  the  detection  accuracy.  Wedefine  the  network  abnormal  feature  value  (NAFV)  to  reflect  the  state  changesof  the  old  and  new  IP  address  of  'many-to-one'  network  flows.  Finally,  the  DDoSattack  detection  method  based  on  NAFV  real-time  series  is  built  to  identify  theabnormal  network  flow  states  caused  by  DDoS  attacks.  The  experiments  show  thatcompared  with  similar  methods,  this  method  has  higher  detection  rate,  lowerfalse  alarm  rate  and  missing  rate.</p>
http://arxiv.org/abs/1903.11848|Sogou  Machine  Reading  Comprehension  Toolkit.  (arXiv:1903.11848v1  [cs.CL])|<p>Machine  reading  comprehension  have  been  intensively  studied  in  recent  years,and  neural  network-based  models  have  shown  dominant  performances.  In  thispaper,  we  present  a  Sogou  Machine  Reading  Comprehension  (SMRC)  toolkit  that  canbe  used  to  provide  the  fast  and  efficient  development  of  modern  machinecomprehension  models,  including  both  published  models  and  original  prototypes.To  achieve  this  goal,  the  toolkit  provides  dataset  readers,  a  flexiblepreprocessing  pipeline,  necessary  neural  network  components,  and  built-inmodels,  which  make  the  whole  process  of  data  preparation,  model  construction,and  training  easier.</p>
http://arxiv.org/abs/1903.11849|Inertial  Sensor  Aided  mmWave  Beam  Tracking  to  Support  Cooperative  Autonomous  Driving.  (arXiv:1903.11849v1  [eess.SP])|<p>This  paper  presents  an  inertial  sensor  aided  technique  for  beam  alignment  andtracking  in  massive  multiple-input  multiple-output  (MIMO)  vehicle-to-vehicle(V2V)  communications  based  on  millimeter  waves  (mmWave).  Since  directionalcommunications  in  vehicular  scenarios  are  severely  hindered  by  beam  pointingissues,  a  beam  alignment  procedure  has  to  be  periodically  carried  out  toguarantee  the  communication  reliability.  When  dealing  with  massive  MIMO  links,the  beam  sweeping  approach  is  known  to  be  time  consuming  and  often  unfeasibledue  to  latency  constraints.  To  speed  up  the  process,  we  propose  a  method  thatexploits  a-priori  information  on  array  dynamics  provided  by  an  inertial  sensoron  transceivers  to  assist  the  beam  alignment  procedure.  The  proposed  inertialsensor  aided  technique  allows  a  continuous  tracking  of  the  beam  whiletransmitting,  avoiding  frequent  realignment  phases.  Numerical  results  based  onreal  measurements  of  on-transceiver  accelerometers  demonstrate  a  significantgain  in  terms  of  V2V  communication  throughput  with  respect  to  conventional  beamalignment  protocols.</p>
http://arxiv.org/abs/1903.11850|Mining  Discourse  Markers  for  Unsupervised  Sentence  Representation  Learning.  (arXiv:1903.11850v1  [cs.CL])|<p>Current  state  of  the  art  systems  in  NLP  heavily  rely  on  manually  annotateddatasets,  which  are  expensive  to  construct.  Very  little  work  adequatelyexploits  unannotated  data  --  such  as  discourse  markers  between  sentences  --mainly  because  of  data  sparseness  and  ineffective  extraction  methods.  In  thepresent  work,  we  propose  a  method  to  automatically  discover  sentence  pairs  withrelevant  discourse  markers,  and  apply  it  to  massive  amounts  of  data.  Ourresulting  dataset  contains  174  discourse  markers  with  at  least  10k  exampleseach,  even  for  rare  markers  such  as  coincidentally  or  amazingly  We  use  theresulting  data  as  supervision  for  learning  transferable  sentence  embeddings.  Inaddition,  we  show  that  even  though  sentence  representation  learning  throughprediction  of  discourse  markers  yields  state  of  the  art  results  acrossdifferent  transfer  tasks,  it  is  not  clear  that  our  models  made  use  of  thesemantic  relation  between  sentences,  thus  leaving  room  for  furtherimprovements.  Our  datasets  are  publicly  available(https://github.com/synapse-developpement/Discovery)</p>
http://arxiv.org/abs/1903.11851|Feature  Intertwiner  for  Object  Detection.  (arXiv:1903.11851v1  [cs.CV])|<p>A  well-trained  model  should  classify  objects  with  a  unanimous  score  for  everycategory.  This  requires  the  high-level  semantic  features  should  be  as  muchalike  as  possible  among  samples.  To  achive  this,  previous  works  focus  onre-designing  the  loss  or  proposing  new  regularization  constraints.  In  thispaper,  we  provide  a  new  perspective.  For  each  category,  it  is  assumed  thatthere  are  two  feature  sets:  one  with  reliable  information  and  the  other  withless  reliable  source.  We  argue  that  the  reliable  set  could  guide  the  featurelearning  of  the  less  reliable  set  during  training  -  in  spirit  of  studentmimicking  teacher  behavior  and  thus  pushing  towards  a  more  compact  classcentroid  in  the  feature  space.  Such  a  scheme  also  benefits  the  reliable  setsince  samples  become  closer  within  the  same  category  -  implying  that  it  iseasier  for  the  classifier  to  identify.  We  refer  to  this  mutual  learning  processas  feature  intertwiner  and  embed  it  into  object  detection.  It  is  well-knownthat  objects  of  low  resolution  are  more  difficult  to  detect  due  to  the  loss  ofdetailed  information  during  network  forward  pass  (e.g.,  RoI  operation).  We  thusregard  objects  of  high  resolution  as  the  reliable  set  and  objects  of  lowresolution  as  the  less  reliable  set.  Specifically,  an  intertwiner  is  designedto  minimize  the  distribution  divergence  between  two  sets.  The  choice  ofgenerating  an  effective  feature  representation  for  the  reliable  set  is  furtherinvestigated,  where  we  introduce  the  optimal  transport  (OT)  theory  into  theframework.  Samples  in  the  less  reliable  set  are  better  aligned  with  aid  of  OTmetric.  Incorporated  with  such  a  plug-and-play  intertwiner,  we  achieve  anevident  improvement  over  previous  state-of-the-arts.</p>
http://arxiv.org/abs/1903.11854|Knowledge  Management  in  Medium-Sized  Software  Consulting  Companies:  An  investigation  of  Intranet-based  Knowledge  Management  Tools  for  Knowledge  Cartography  and  Knowledge  Repositories  for  Learning  Software  Organisations.  (arXiv:1903.11854v1  [cs.SE])|<p>Companies  that  develop  software  have  a  pressure  from  customers  to  deliverbetter  solutions,  and  to  deliver  solutions  faster  and  cheaper.  Many  researchershave  worked  with  suggestions  on  how  to  improve  the  development  process;software  process  improvement.  As  software  development  is  a  very  knowledgeintensive  task,  both  researchers  and  industry  have  recently  turned  theirattention  to  knowledge  management  as  a  means  to  improve  software  development.This  often  involves  developing  technical  tools,  which  many  companies  have  spentresources  on.  But  the  tools  are  often  not  used  in  practise  by  developers  andmanagers  in  the  companies,  and  it  is  often  unknown  if  the  tools  improve  howknowledge  is  managed.  In  order  to  build  efficient  knowledge  management  tools,we  need  a  better  understanding  of  how  the  tools  that  exist  are  applied  and  usedin  software  development.  We  present  and  analyse  eight  case  studies  of  knowledgemanagement  initiatives  from  the  literature.  We  found  evidence  of  improvedsoftware  quality,  reduced  development  costs  and  evidence  of  a  better  workingenvironment  for  developers  as  a  result  of  these  initiatives.  Further,  weexamine  success  criteria  in  knowledge  management  codification  initiatives,based  on  Intranet  tools  in  medium-sized  software  companies.  In  addition,  weinvestigate  how  knowledge  management  tools  are  used  for  different  purposes  bydifferent  groups  of  users  in  two  software  consulting  companies.  They  use  toolsboth  as  support  for  personalization  and  codification  strategies.  The  consultingcompanies  are  two  medium-sized  Norwegian  companies  with  40  and  150  employees,which  work  in  development  projects  that  lasts  from  a  few  weeks  to  severalyears.</p>
http://arxiv.org/abs/1903.11857|Analysis  and  Extension  of  the  Evidential  Reasoning  Algorithm  for  Multiple  Attribute  Decision  Analysis  with  Uncertainty.  (arXiv:1903.11857v1  [cs.AI])|<p>In  multiple  attribute  decision  analysis  (MADA)  problems,  one  often  needs  todeal  with  assessment  information  with  uncertainty.  The  evidential  reasoningapproach  is  one  of  the  most  effective  methods  to  deal  with  such  MADA  problems.As  kernel  of  the  evidential  reasoning  approach,  an  original  evidentialreasoning  (ER)  algorithm  was  firstly  proposed  by  Yang  et  al,  and  later  theymodified  the  ER  algorithm  in  order  to  satisfy  the  proposed  four  synthesisaxioms  with  which  a  rational  aggregation  process  needs  to  satisfy.  However,  upto  present,  the  essential  difference  of  the  two  ER  algorithms  as  well  as  therationality  of  the  synthesis  axioms  are  still  unclear.  In  this  paper,  weanalyze  the  ER  algorithms  in  Dempster-Shafer  theory  (DST)  framework  and  provethat  the  original  ER  algorithm  follows  the  reliability  discounting  andcombination  scheme,  while  the  modified  one  follows  the  importance  discountingand  combination  scheme.  Further  we  reveal  that  the  four  synthesis  axioms  arenot  valid  criteria  to  check  the  rationality  of  one  attribute  aggregationalgorithm.  Based  on  these  new  findings,  an  extended  ER  algorithm  is  proposed  totake  into  account  both  the  reliability  and  importance  of  different  attributes,which  provides  a  more  general  attribute  aggregation  scheme  for  MADA  withuncertainty.  A  motorcycle  performance  assessment  problem  is  examined  toillustrate  the  proposed  algorithm.</p>
http://arxiv.org/abs/1903.11860|Complete  Disjoint  coNP-Pairs  but  no  Complete  Total  Polynomial  Search  Problems  Relative  to  an  Oracle.  (arXiv:1903.11860v1  [cs.CC])|<p>Consider  the  following  conjectures:</p><p>H1:  the  set  TFNP  of  all  total  polynomial  search  problems  has  no  completeproblems  with  respect  to  polynomial  reductions.</p><p>H2:  there  exists  no  many-one  complete  disjoint  coNP-pair.</p><p>We  construct  an  oracle  relative  to  which  H1  holds  and  H2  does  not  hold.  Thispartially  answers  a  question  by  Pudl'ak  [Pud17],  who  lists  several  hypothesesand  asks  for  oracles  that  show  corresponding  relativized  hypotheses  to  bedifferent.  As  there  exists  a  relativizable  proof  for  the  implication  H1  -&gt;  H2[Pud17],  the  relativizations  of  the  hypotheses  H1  and  H2  are  neitherindependent  nor  equivalent.</p>
http://arxiv.org/abs/1903.11862|Smooth  Adversarial  Examples.  (arXiv:1903.11862v1  [cs.CV])|<p>This  paper  investigates  the  visual  quality  of  the  adversarial  examples.Recent  papers  propose  to  smooth  the  perturbations  to  get  rid  of  high  frequencyartefacts.  In  this  work,  smoothing  has  a  different  meaning  as  it  perceptuallyshapes  the  perturbation  according  to  the  visual  content  of  the  image  to  beattacked.  The  perturbation  becomes  locally  smooth  on  the  flat  areas  of  theinput  image,  but  it  may  be  noisy  on  its  textured  areas  and  sharp  across  itsedges.</p><p>This  operation  relies  on  Laplacian  smoothing,  well-known  in  graph  signalprocessing,  which  we  integrate  in  the  attack  pipeline.  We  benchmark  severalattacks  with  and  without  smoothing  under  a  white-box  scenario  and  evaluatetheir  transferability.  Despite  the  additional  constraint  of  smoothness,  ourattack  has  the  same  probability  of  success  at  lower  distortion.</p>
http://arxiv.org/abs/1903.11863|On  Inertial  Navigation  and  Attitude  Initialization  in  Polar  Areas.  (arXiv:1903.11863v1  [cs.RO])|<p>Inertial  navigation  and  attitude  initialization  in  polar  areas  become  a  hottopic  in  recent  years  in  the  navigation  community,  as  the  widely-usednavigation  mechanization  of  the  local  level  frame  encounters  the  inherentsingularity  when  the  latitude  approaches  90  degrees.  Great  endeavors  have  beendevoted  to  devising  novel  navigation  mechanizations  such  as  the  grid  ortransversal  frames.  This  paper  highlights  the  fact  that  the  common  Earth-framemechanization  is  sufficiently  good  to  well  handle  the  singularity  problem  inpolar  areas.  Simulation  results  are  reported  to  demonstrate  the  singularityproblem  and  the  effectiveness  of  the  Earth-frame  mechanization.</p>
http://arxiv.org/abs/1903.11873|Inconsistency  indices  for  incomplete  pairwise  comparisons  matrices.  (arXiv:1903.11873v1  [cs.DM])|<p>Comparing  alternatives  in  pairs  is  a  very  well  known  technique  of  rankingcreation.  The  answer  to  how  reliable  and  trustworthy  ranking  is  depends  on  theinconsistency  of  the  data  from  which  it  was  created.  There  are  many  indicesused  for  determining  the  level  of  inconsistency  among  compared  alternatives.Unfortunately,  most  of  them  assume  that  the  set  of  comparisons  is  complete,i.e.  every  single  alternative  is  compared  to  each  other.  This  is  not  true  andthe  ranking  must  sometimes  be  made  based  on  incomplete  data.  In  order  to  fillthis  gap,  this  work  aims  to  adapt  the  selected  twelve  existing  inconsistencyindices  for  the  purpose  of  analyzing  incomplete  data  sets.  The  modified  indicesare  subjected  to  Monte  Carlo  experiments.  Those  of  them  that  achieved  the  bestresults  in  the  experiments  carried  out  are  recommended  for  use  in  practice.</p>
http://arxiv.org/abs/1903.11874|Block  stochastic  gradient  descent  for  large-scale  tomographic  reconstruction  in  a  parallel  network.  (arXiv:1903.11874v1  [cs.DC])|<p>Iterative  algorithms  have  many  advantages  for  linear  tomographic  imagereconstruction  when  compared  to  back-projection  based  methods.  However,iterative  methods  tend  to  have  significantly  higher  computational  complexity.To  overcome  this,  parallel  processing  schemes  that  can  utilise  severalcomputing  nodes  are  desirable.  Popular  methods  here  are  row  action  methods,which  update  the  entire  image  simultaneously  and  column  action  methods,  whichrequire  access  to  all  measurements  at  each  node.  In  large  scale  tomographicreconstruction  with  limited  storage  capacity  of  each  node,  data  communicationoverheads  between  nodes  becomes  a  significant  performance  limiting  factor.  Toreduce  this  overhead,  we  proposed  a  row  action  method  BSGD.  The  method  is  basedon  the  stochastic  gradient  descent  method  but  it  does  not  update  the  entireimage  at  each  iteration,  which  reduces  between  node  communication.  To  furtherincrease  convergence  speeds,  an  importance  sampling  strategy  is  proposed.  Wecompare  BSGD  to  other  existing  stochastic  methods  and  show  its  effectivenessand  efficiency.  Other  properties  of  BSGD  are  also  explored,  including  itsability  to  incorporate  total  variation  (TV)  regularization  and  automaticparameter  tuning.</p>
http://arxiv.org/abs/1903.11875|A  Noise  Mitigation  Approach  for  VLC  Systems.  (arXiv:1903.11875v1  [cs.NI])|<p>Visible  Light  Communication  (VLC)  is  based  on  the  dual  use  of  theillumination  infrastructure  for  wireless  data  communication.  The  major  intereston  this  communication  technology  lies  on  its  specific  features  to  be  a  secure,cost-effective  wireless  technology.  Recently,  this  technology  has  gained  animportant  role  as  potential  candidate  for  complementing  traditional  RFcommunication  systems.  Anyway  a  major  issue  for  the  VLC  development  is  a  deepcomprehension  of  the  noise  and  its  impact  on  the  received  signal  at  thereceiver.  In  this  work,  we  present  a  simple  but  effective  approach  to  analyzethe  noise  and  drastically  reduce  it  through  a  signal  processing  method.  Inorder  to  validate  the  effectiveness  of  this  analytical  approach,  we  havedeveloped  an  USRP-based  testbed.  Experimental  results  have  been  carried  out  byevaluating  the  symbol  error  rate  (SER)  and  show  the  effectiveness  of  the  noisemitigation  approach  in  different  interference  conditions  and  at  differentdistance  between  the  transmitter  and  the  receiver.</p>
http://arxiv.org/abs/1903.11891|AED-Net:  An  Abnormal  Event  Detection  Network.  (arXiv:1903.11891v1  [cs.CV])|<p>It  is  challenging  to  detect  the  anomaly  in  crowded  scenes  for  quite  a  longtime.  In  this  paper,  a  self-supervised  framework,  abnormal  event  detectionnetwork  (AED-Net),  which  is  composed  of  PCAnet  and  kernel  principal  componentanalysis  (kPCA),  is  proposed  to  address  this  problem.  Using  surveillance  videosequences  of  different  scenes  as  raw  data,  PCAnet  is  trained  to  extracthigh-level  semantics  of  crowd's  situation.  Next,  kPCA,a  one-class  classifier,is  trained  to  determine  anomaly  of  the  scene.  In  contrast  to  some  prevailingdeep  learning  methods,the  framework  is  completely  self-supervised  because  itutilizes  only  video  sequences  in  a  normal  situation.  Experiments  of  global  andlocal  abnormal  event  detection  are  carried  out  on  UMN  and  UCSD  datasets,  andcompetitive  results  with  higher  EER  and  AUC  compared  to  other  state-of-the-artmethods  are  observed.  Furthermore,  by  adding  local  response  normalization  (LRN)layer,  we  propose  an  improvement  to  original  AED-Net.  And  it  is  proved  toperform  better  by  promoting  the  framework's  generalization  capacity  accordingto  the  experiments.</p>
http://arxiv.org/abs/1903.11899|Using  Blockchain  to  Rein  in  The  New  Post-Truth  World  and  Check  The  Spread  of  Fake  News.  (arXiv:1903.11899v1  [cs.CR])|<p>In  recent  years,  `fake  news'  has  become  a  global  issue  that  raisesunprecedented  challenges  for  human  society  and  democracy.  This  problem  hasarisen  due  to  the  emergence  of  various  concomitant  phenomena  such  as  (1)  thedigitization  of  human  life  and  the  ease  of  disseminating  news  through  socialnetworking  applications  (such  as  Facebook  and  WhatsApp);  (2)  the  availabilityof  `big  data'  that  allows  customization  of  news  feeds  and  the  creation  ofpolarized  so-called  `filter-bubbles';  and  (3)  the  rapid  progress  made  bygenerative  machine  learning  (ML)  and  deep  learning  (DL)  algorithms  in  creatingrealistic-looking  yet  fake  digital  content  (such  as  text,  images,  and  videos).There  is  a  crucial  need  to  combat  the  rampant  rise  of  fake  news  anddisinformation.  In  this  paper,  we  propose  a  high-level  overview  of  ablockchain-based  framework  for  fake  news  prevention  and  highlight  the  variousdesign  issues  and  consideration  of  such  a  blockchain-based  framework  fortackling  fake  news.</p>
http://arxiv.org/abs/1903.11900|Model  Vulnerability  to  Distributional  Shifts  over  Image  Transformation  Sets.  (arXiv:1903.11900v1  [cs.LG])|<p>We  are  concerned  with  the  vulnerability  of  computer  vision  models  todistributional  shifts.  We  cast  this  problem  in  terms  of  combinatorialoptimization,  evaluating  the  regions  in  the  input  space  where  a  (black-box)model  is  more  vulnerable.  This  is  carried  out  by  combining  imagetransformations  from  a  given  set  and  standard  search  algorithms.  We  embed  thisidea  in  a  training  procedure,  where  we  define  new  data  augmentation  rules  overiterations,  accordingly  to  the  image  transformations  that  the  current  model  ismost  vulnerable  to.  An  empirical  evaluation  on  classification  and  semanticsegmentation  problems  suggests  that  the  devised  algorithm  allows  to  trainmodels  more  robust  against  content-preserving  image  transformations,  and  ingeneral,  against  distributional  shifts.</p>
http://arxiv.org/abs/1903.11907|Meta-Learning  surrogate  models  for  sequential  decision  making.  (arXiv:1903.11907v1  [stat.ML])|<p>Meta-learning  methods  leverage  past  experience  to  learn  data-driven  inductivebiases  from  related  problems,  increasing  learning  efficiency  on  new  tasks.  Thisability  renders  them  particularly  suitable  for  sequential  decision  making  withlimited  experience.  Within  this  problem  family,  we  argue  for  the  use  of  suchapproaches  in  the  study  of  model-based  approaches  to  Bayesian  Optimisation,contextual  bandits  and  Reinforcement  Learning.  We  approach  the  problem  bylearning  distributions  over  functions  using  Neural  Processes  (NPs),  a  recentlyintroduced  probabilistic  meta-learning  method.  This  allows  the  treatment  ofmodel  uncertainty  to  tackle  the  exploration/exploitation  dilemma.  We  show  thatNPs  are  suitable  for  sequential  decision  making  on  a  diverse  set  of  domains,including  adversarial  task  search,  recommender  systems  and  model-basedreinforcement  learning.</p>
http://arxiv.org/abs/1903.11916|Intelligent  Processing  in  Vehicular  Ad  hoc  Networks:  a  Survey.  (arXiv:1903.11916v1  [cs.NI])|<p>The  intelligent  Processing  technique  is  more  and  more  attractive  toresearchers  due  to  its  ability  to  deal  with  key  problems  in  Vehicular  Ad  hocnetworks.  However,  several  problems  in  applying  intelligent  processingtechnologies  in  VANETs  remain  open.  The  existing  applications  arecomprehensively  reviewed  and  discussed,  and  classified  into  differentcategories  in  this  paper.  Their  strategies,  advantages/disadvantages,  andperformances  are  elaborated.  By  generalizing  different  tactics  in  variousapplications  related  to  different  scenarios  of  VANETs  and  evaluating  theirperformances,  several  promising  directions  for  future  research  have  beensuggested.</p>
http://arxiv.org/abs/1903.11919|Imbalanced  Sentiment  Classification  Enhanced  with  Discourse  Marker.  (arXiv:1903.11919v1  [cs.CL])|"<p>Imbalanced  data  commonly  exists  in  real  world,  espacially  insentiment-related  corpus,  making  it  difficult  to  train  a  classifier  todistinguish  latent  sentiment  in  text  data.  We  observe  that  humans  often  expresstransitional  emotion  between  two  adjacent  discourses  with  discourse  markerslike  ""but"",  ""though"",  ""while"",  etc,  and  the  head  discourse  and  the  taildiscourse  3  usually  indicate  opposite  emotional  tendencies.  Based  on  thisobservation,  we  propose  a  novel  plug-and-play  method,  which  first  samplesdiscourses  according  to  transitional  discourse  markers  and  then  validatessentimental  polarities  with  the  help  of  a  pretrained  attention-based  model.  Ourmethod  increases  sample  diversity  in  the  first  place,  can  serve  as  a  upstreampreprocessing  part  in  data  augmentation.  We  conduct  experiments  on  three  publicsentiment  datasets,  with  several  frequently  used  algorithms.  Results  show  thatour  method  is  found  to  be  consistently  effective,  even  in  highly  imbalancedscenario,  and  easily  be  integrated  with  oversampling  method  to  boost  theperformance  on  imbalanced  sentiment  classification.</p>"
http://arxiv.org/abs/1903.11936|Evolving  Boolean  Functions  with  Conjunctions  and  Disjunctions  via  Genetic  Programming.  (arXiv:1903.11936v1  [cs.NE])|<p>Recently  it  has  been  proved  that  simple  GP  systems  can  efficiently  evolve  theconjunction  of  $n$  variables  if  they  are  equipped  with  the  minimal  requiredcomponents.  In  this  paper,  we  make  a  considerable  step  forward  by  analysing  thebehaviour  and  performance  of  the  GP  system  for  evolving  a  Boolean  function  withunknown  components,  i.e.,  the  function  may  consist  of  both  conjunctions  anddisjunctions.  We  rigorously  prove  that  if  the  target  function  is  theconjunction  of  $n$  variables,  then  the  RLS-GP  using  the  complete  truth  table  toevaluate  program  quality  evolves  the  exact  target  function  in  $O(ell  n  log^2n)$  iterations  in  expectation,  where  $ell  geq  n$  is  a  limit  on  the  size  ofany  accepted  tree.  When,  as  in  realistic  applications,  only  a  polynomial  sampleof  possible  inputs  is  used  to  evaluate  solution  quality,  we  show  how  RLS-GP  canevolve  a  conjunction  with  any  polynomially  small  generalisation  error  withprobability  $1  -  O(log^2(n)/n)$.  To  produce  our  results  we  introduce  asuper-multiplicative  drift  theorem  that  gives  significantly  stronger  runtimebounds  when  the  expected  progress  is  only  slightly  super-linear  in  the  distancefrom  the  optimum.</p>
